6630|6630 (CHEMICAL ANALYSIS INSTRUMENTS)|-1653004078
6630|6630 (CHEMICAL ANALYSIS INSTRUMENTS)|-1653004078
6630|6630 (CHEMICAL ANALYSIS INSTRUMENTS)|-1653004078
6630|6630 (CHEMICAL ANALYSIS INSTRUMENTS)|-1653004078
6630|6630 (CHEMICAL ANALYSIS INSTRUMENTS)|-1653004078
6630|6630 (CHEMICAL ANALYSIS INSTRUMENTS)|-1653004078
6640|6640 (LABORATORY EQUIPMENT AND SUPPLIES)|-1653001208
6640|6640 (LABORATORY EQUIPMENT AND SUPPLIES)|-1653001208
6630|6630 (CHEMICAL ANALYSIS INSTRUMENTS)|-1653004078
6550|6550 (IN VITRO DIAGNOSTIC SUBSTANCES, REAGENTS, TEST KITS AND SETS)|-1652993018
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
Q301|Q301 (MEDICAL- LABORATORY TESTING)|-1652973768
S112|S112 (UTILITIES- ELECTRIC)|-1653005308
S112|S112 (UTILITIES- ELECTRIC)|-1653005308
S114|S114 (UTILITIES- WATER)|-1652976128
X111|X111 (LEASE/RENTAL OF OFFICE BUILDINGS)|-1653011908
R497|R497 (SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS)|-1653017178
C111|C111 (BLDGS & FAC / ADMIN & SVC BLDGS)|-1652995888
C111|C111 (BLDGS & FAC / ADMIN & SVC BLDGS)|-1652995888
C111|C111 (BLDGS & FAC / ADMIN & SVC BLDGS)|-1652995888
C111|C111 (BLDGS & FAC / ADMIN & SVC BLDGS)|-1652995888
X111|X111 (LEASE/RENTAL OF OFFICE BUILDINGS)|-1653011908
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
S216|S216 (HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT)|-1653001418
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
Z111|Z111 (MAINT-REP-ALT/OFFICE BLDGS)|-1653017488
S111|S111 (UTILITIES- GAS)|-1652996808
S112|S112 (UTILITIES- ELECTRIC)|-1653005308
S112|S112 (UTILITIES- ELECTRIC)|-1653005308
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
D399|D399 (IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS)|-1653015968
R421|R421 (TECHNICAL ASSISTANCE)|-1653017278
R412|R412 (SUPPORT- PROFESSIONAL: SIMULATION)|-1652908658
R412|R412 (SUPPORT- PROFESSIONAL: SIMULATION)|-1652908658
R412|R412 (SUPPORT- PROFESSIONAL: SIMULATION)|-1652908658
R412|R412 (SUPPORT- PROFESSIONAL: SIMULATION)|-1652908658
R412|R412 (SUPPORT- PROFESSIONAL: SIMULATION)|-1652908658
R421|R421 (TECHNICAL ASSISTANCE)|-1653017278
R421|R421 (TECHNICAL ASSISTANCE)|-1653017278
R421|R421 (TECHNICAL ASSISTANCE)|-1653017278
R421|R421 (TECHNICAL ASSISTANCE)|-1653017278
R406|R406 (SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT)|-1653011398
R406|R406 (SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT)|-1653011398
R406|R406 (SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT)|-1653011398
R406|R406 (SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT)|-1653011398
R406|R406 (SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT)|-1653011398
R406|R406 (SUPPORT- PROFESSIONAL: POLICY REVIEW/DEVELOPMENT)|-1653011398
B537|B537 (SPECIAL STUDIES/ANALYSIS- MEDICAL/HEALTH)|-1653002858
R422|R422 (SUPPORT- PROFESSIONAL: MARKET RESEARCH/PUBLIC OPINION)|-1652989438
R421|R421 (TECHNICAL ASSISTANCE)|-1653017278
S114|S114 (UTILITIES- WATER)|-1652976128
S114|S114 (UTILITIES- WATER)|-1652976128
S112|S112 (UTILITIES- ELECTRIC)|-1653005308
S114|S114 (UTILITIES- WATER)|-1652976128
C213|C213 (ARCHITECT AND ENGINEERING- GENERAL: INSPECTION (NON-CONSTRUCTION))|-1652986258
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5670|5670 (BUILDING COMPONENTS, PREFABRICATED)|-1652957748
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5450|5450 (MISCELLANEOUS PREFABRICATED STRUCTURES)|-1653006118
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
5410|5410 (PREFABRICATED AND PORTABLE BUILDINGS)|-1653006618
C124|C124 (UTILITIES)|-1652988408
C124|C124 (UTILITIES)|-1652988408
C124|C124 (UTILITIES)|-1652988408
C211|C211 (ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING)|-1653007538
C211|C211 (ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING)|-1653007538
E174|E174 (PURCHASE OF OPEN STORAGE FACILITIES)|-1652796278
E174|E174 (PURCHASE OF OPEN STORAGE FACILITIES)|-1652796278
E174|E174 (PURCHASE OF OPEN STORAGE FACILITIES)|-1652796278
E174|E174 (PURCHASE OF OPEN STORAGE FACILITIES)|-1652796278
E174|E174 (PURCHASE OF OPEN STORAGE FACILITIES)|-1652796278
E174|E174 (PURCHASE OF OPEN STORAGE FACILITIES)|-1652796278
E174|E174 (PURCHASE OF OPEN STORAGE FACILITIES)|-1652796278
E174|E174 (PURCHASE OF OPEN STORAGE FACILITIES)|-1652796278
E174|E174 (PURCHASE OF OPEN STORAGE FACILITIES)|-1652796278
F099|F099 (NATURAL RESOURCES/CONSERVATION- OTHER)|-1653007938
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
S203|S203 (HOUSEKEEPING- FOOD)|-1652998758
Z291|Z291 (MAINT-REP-ALT/RECREA NON-BLDG STRUC)|-1653008658
S111|S111 (UTILITIES- GAS)|-1652996808
S111|S111 (UTILITIES- GAS)|-1652996808
F999|F999 (OTHER ENVIRONMENTAL SERVICES)|-1653012208
F105|F105 (ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT)|-1652978068
F011|F011 (NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION))|-1652943318
F011|F011 (NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION))|-1652943318
F011|F011 (NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION))|-1652943318
F011|F011 (NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION))|-1652943318
S202|S202 (HOUSEKEEPING- FIRE PROTECTION)|-1652956208
5510|5510 (LUMBER AND RELATED BASIC WOOD MATERIALS)|-1652995788
5510|5510 (LUMBER AND RELATED BASIC WOOD MATERIALS)|-1652995788
